-1.00000000e-01  6.15742570e-04 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01  1.07300178e+03 
-9.98001998e-02  6.15556152e-04 -9.98001998e-02 -9.98001998e-02 -9.98001998e-02  1.07056693e+03 
-9.96003996e-02  6.15369310e-04 -9.96003996e-02 -9.96003996e-02 -9.96003996e-02  1.06905333e+03 
-9.94005994e-02  6.15182363e-04 -9.94005994e-02 -9.94005994e-02 -9.94005994e-02  1.06814712e+03 
-9.92007992e-02  6.14995204e-04 -9.92007992e-02 -9.92007992e-02 -9.92007992e-02  1.06693481e+03 
-9.90009990e-02  6.14807832e-04 -9.90009990e-02 -9.90009990e-02 -9.90009990e-02  1.06572086e+03 
-9.88011988e-02  6.14620246e-04 -9.88011988e-02 -9.88011988e-02 -9.88011988e-02  1.06450528e+03 
-9.86013986e-02  6.14432446e-04 -9.86013986e-02 -9.86013986e-02 -9.86013986e-02  1.06328808e+03 
-9.84015984e-02  6.14244430e-04 -9.84015984e-02 -9.84015984e-02 -9.84015984e-02  1.06206924e+03 
-9.82017982e-02  6.14056199e-04 -9.82017982e-02 -9.82017982e-02 -9.82017982e-02  1.06084877e+03 
-9.80019980e-02  6.13867750e-04 -9.80019980e-02 -9.80019980e-02 -9.80019980e-02  1.05962666e+03 
-9.78021978e-02  6.13679084e-04 -9.78021978e-02 -9.78021978e-02 -9.78021978e-02  1.05840292e+03 
-9.76023976e-02  6.13490200e-04 -9.76023976e-02 -9.76023976e-02 -9.76023976e-02  1.05717753e+03 
-9.74025974e-02  6.13301096e-04 -9.74025974e-02 -9.74025974e-02 -9.74025974e-02  1.05595050e+03 
-9.72027972e-02  6.13111773e-04 -9.72027972e-02 -9.72027972e-02 -9.72027972e-02  1.05472183e+03 
-9.70029970e-02  6.12922228e-04 -9.70029970e-02 -9.70029970e-02 -9.70029970e-02  1.05349151e+03 
-9.68031968e-02  6.12732462e-04 -9.68031968e-02 -9.68031968e-02 -9.68031968e-02  1.05225954e+03 
-9.66033966e-02  6.12542474e-04 -9.66033966e-02 -9.66033966e-02 -9.66033966e-02  1.05102593e+03 
-9.64035964e-02  6.12352262e-04 -9.64035964e-02 -9.64035964e-02 -9.64035964e-02  1.04979065e+03 
-9.62037962e-02  6.12161826e-04 -9.62037962e-02 -9.62037962e-02 -9.62037962e-02  1.04855372e+03 
-9.60039960e-02  6.11971165e-04 -9.60039960e-02 -9.60039960e-02 -9.60039960e-02  1.04731514e+03 
-9.58041958e-02  6.11780278e-04 -9.58041958e-02 -9.58041958e-02 -9.58041958e-02  1.04607489e+03 
-9.56043956e-02  6.11589165e-04 -9.56043956e-02 -9.56043956e-02 -9.56043956e-02  1.04483298e+03 
-9.54045954e-02  6.11397825e-04 -9.54045954e-02 -9.54045954e-02 -9.54045954e-02  1.04358941e+03 
-9.52047952e-02  6.11206256e-04 -9.52047952e-02 -9.52047952e-02 -9.52047952e-02  1.04234417e+03 
-9.50049950e-02  6.11014458e-04 -9.50049950e-02 -9.50049950e-02 -9.50049950e-02  1.04109726e+03 
-9.48051948e-02  6.10822429e-04 -9.48051948e-02 -9.48051948e-02 -9.48051948e-02  1.03984867e+03 
-9.46053946e-02  6.10630171e-04 -9.46053946e-02 -9.46053946e-02 -9.46053946e-02  1.03859842e+03 
-9.44055944e-02  6.10437680e-04 -9.44055944e-02 -9.44055944e-02 -9.44055944e-02  1.03734648e+03 
-9.42057942e-02  6.10244957e-04 -9.42057942e-02 -9.42057942e-02 -9.42057942e-02  1.03609286e+03 
-9.40059940e-02  6.10052000e-04 -9.40059940e-02 -9.40059940e-02 -9.40059940e-02  1.03483756e+03 
-9.38061938e-02  6.09858809e-04 -9.38061938e-02 -9.38061938e-02 -9.38061938e-02  1.03358058e+03 
-9.36063936e-02  6.09665382e-04 -9.36063936e-02 -9.36063936e-02 -9.36063936e-02  1.03232190e+03 
-9.34065934e-02  6.09471720e-04 -9.34065934e-02 -9.34065934e-02 -9.34065934e-02  1.03106154e+03 
-9.32067932e-02  6.09277820e-04 -9.32067932e-02 -9.32067932e-02 -9.32067932e-02  1.02979948e+03 
-9.30069930e-02  6.09083683e-04 -9.30069930e-02 -9.30069930e-02 -9.30069930e-02  1.02853572e+03 
-9.28071928e-02  6.08889306e-04 -9.28071928e-02 -9.28071928e-02 -9.28071928e-02  1.02727027e+03 
-9.26073926e-02  6.08694690e-04 -9.26073926e-02 -9.26073926e-02 -9.26073926e-02  1.02600311e+03 
-9.24075924e-02  6.08499833e-04 -9.24075924e-02 -9.24075924e-02 -9.24075924e-02  1.02473425e+03 
-9.22077922e-02  6.08304735e-04 -9.22077922e-02 -9.22077922e-02 -9.22077922e-02  1.02346368e+03 
-9.20079920e-02  6.08109394e-04 -9.20079920e-02 -9.20079920e-02 -9.20079920e-02  1.02219140e+03 
-9.18081918e-02  6.07913810e-04 -9.18081918e-02 -9.18081918e-02 -9.18081918e-02  1.02091740e+03 
-9.16083916e-02  6.07717981e-04 -9.16083916e-02 -9.16083916e-02 -9.16083916e-02  1.01964169e+03 
-9.14085914e-02  6.07521907e-04 -9.14085914e-02 -9.14085914e-02 -9.14085914e-02  1.01836426e+03 
-9.12087912e-02  6.07325587e-04 -9.12087912e-02 -9.12087912e-02 -9.12087912e-02  1.01708510e+03 
-9.10089910e-02  6.07129019e-04 -9.10089910e-02 -9.10089910e-02 -9.10089910e-02  1.01580422e+03 
-9.08091908e-02  6.06932203e-04 -9.08091908e-02 -9.08091908e-02 -9.08091908e-02  1.01452161e+03 
-9.06093906e-02  6.06735138e-04 -9.06093906e-02 -9.06093906e-02 -9.06093906e-02  1.01323726e+03 
-9.04095904e-02  6.06537823e-04 -9.04095904e-02 -9.04095904e-02 -9.04095904e-02  1.01195118e+03 
-9.02097902e-02  6.06340257e-04 -9.02097902e-02 -9.02097902e-02 -9.02097902e-02  1.01066336e+03 
-9.00099900e-02  6.06142439e-04 -9.00099900e-02 -9.00099900e-02 -9.00099900e-02  1.00937380e+03 
-8.98101898e-02  6.05944368e-04 -8.98101898e-02 -8.98101898e-02 -8.98101898e-02  1.00808249e+03 
-8.96103896e-02  6.05746043e-04 -8.96103896e-02 -8.96103896e-02 -8.96103896e-02  1.00678943e+03 
-8.94105894e-02  6.05547462e-04 -8.94105894e-02 -8.94105894e-02 -8.94105894e-02  1.00549462e+03 
-8.92107892e-02  6.05348626e-04 -8.92107892e-02 -8.92107892e-02 -8.92107892e-02  1.00419805e+03 
-8.90109890e-02  6.05149532e-04 -8.90109890e-02 -8.90109890e-02 -8.90109890e-02  1.00289973e+03 
-8.88111888e-02  6.04950181e-04 -8.88111888e-02 -8.88111888e-02 -8.88111888e-02  1.00159964e+03 
-8.86113886e-02  6.04750570e-04 -8.86113886e-02 -8.86113886e-02 -8.86113886e-02  1.00029778e+03 
-8.84115884e-02  6.04550699e-04 -8.84115884e-02 -8.84115884e-02 -8.84115884e-02  9.98994151e+02 
-8.82117882e-02  6.04350567e-04 -8.82117882e-02 -8.82117882e-02 -8.82117882e-02  9.97688749e+02 
-8.80119880e-02  6.04150173e-04 -8.80119880e-02 -8.80119880e-02 -8.80119880e-02  9.96381569e+02 
-8.78121878e-02  6.03949516e-04 -8.78121878e-02 -8.78121878e-02 -8.78121878e-02  9.95072608e+02 
-8.76123876e-02  6.03748594e-04 -8.76123876e-02 -8.76123876e-02 -8.76123876e-02  9.93761862e+02 
-8.74125874e-02  6.03547407e-04 -8.74125874e-02 -8.74125874e-02 -8.74125874e-02  9.92449327e+02 
-8.72127872e-02  6.03345954e-04 -8.72127872e-02 -8.72127872e-02 -8.72127872e-02  9.91134997e+02 
-8.70129870e-02  6.03144233e-04 -8.70129870e-02 -8.70129870e-02 -8.70129870e-02  9.89818873e+02 
-8.68131868e-02  6.02942243e-04 -8.68131868e-02 -8.68131868e-02 -8.68131868e-02  9.88500947e+02 
-8.66133866e-02  6.02739984e-04 -8.66133866e-02 -8.66133866e-02 -8.66133866e-02  9.87181216e+02 
-8.64135864e-02  6.02537454e-04 -8.64135864e-02 -8.64135864e-02 -8.64135864e-02  9.85859678e+02 
-8.62137862e-02  6.02334652e-04 -8.62137862e-02 -8.62137862e-02 -8.62137862e-02  9.84536325e+02 
-8.60139860e-02  6.02131577e-04 -8.60139860e-02 -8.60139860e-02 -8.60139860e-02  9.83211155e+02 
-8.58141858e-02  6.01928228e-04 -8.58141858e-02 -8.58141858e-02 -8.58141858e-02  9.81884166e+02 
-8.56143856e-02  6.01724604e-04 -8.56143856e-02 -8.56143856e-02 -8.56143856e-02  9.80555353e+02 
-8.54145854e-02  6.01520703e-04 -8.54145854e-02 -8.54145854e-02 -8.54145854e-02  9.79224708e+02 
-8.52147852e-02  6.01316525e-04 -8.52147852e-02 -8.52147852e-02 -8.52147852e-02  9.77892230e+02 
-8.50149850e-02  6.01112069e-04 -8.50149850e-02 -8.50149850e-02 -8.50149850e-02  9.76557915e+02 
-8.48151848e-02  6.00907333e-04 -8.48151848e-02 -8.48151848e-02 -8.48151848e-02  9.75221759e+02 
-8.46153846e-02  6.00702316e-04 -8.46153846e-02 -8.46153846e-02 -8.46153846e-02  9.73883753e+02 
-8.44155844e-02  6.00497016e-04 -8.44155844e-02 -8.44155844e-02 -8.44155844e-02  9.72543898e+02 
-8.42157842e-02  6.00291434e-04 -8.42157842e-02 -8.42157842e-02 -8.42157842e-02  9.71202188e+02 
-8.40159840e-02  6.00085567e-04 -8.40159840e-02 -8.40159840e-02 -8.40159840e-02  9.69858619e+02 
-8.38161838e-02  5.99879415e-04 -8.38161838e-02 -8.38161838e-02 -8.38161838e-02  9.68513184e+02 
-8.36163836e-02  5.99672976e-04 -8.36163836e-02 -8.36163836e-02 -8.36163836e-02  9.67165880e+02 
-8.34165834e-02  5.99466248e-04 -8.34165834e-02 -8.34165834e-02 -8.34165834e-02  9.65816703e+02 
-8.32167832e-02  5.99259232e-04 -8.32167832e-02 -8.32167832e-02 -8.32167832e-02  9.64465647e+02 
-8.30169830e-02  5.99051925e-04 -8.30169830e-02 -8.30169830e-02 -8.30169830e-02  9.63112708e+02 
-8.28171828e-02  5.98844327e-04 -8.28171828e-02 -8.28171828e-02 -8.28171828e-02  9.61757882e+02 
-8.26173826e-02  5.98636436e-04 -8.26173826e-02 -8.26173826e-02 -8.26173826e-02  9.60401164e+02 
-8.24175824e-02  5.98428250e-04 -8.24175824e-02 -8.24175824e-02 -8.24175824e-02  9.59042546e+02 
-8.22177822e-02  5.98219770e-04 -8.22177822e-02 -8.22177822e-02 -8.22177822e-02  9.57682027e+02 
-8.20179820e-02  5.98010992e-04 -8.20179820e-02 -8.20179820e-02 -8.20179820e-02  9.56319601e+02 
-8.18181818e-02  5.97801917e-04 -8.18181818e-02 -8.18181818e-02 -8.18181818e-02  9.54955263e+02 
-8.16183816e-02  5.97592543e-04 -8.16183816e-02 -8.16183816e-02 -8.16183816e-02  9.53589006e+02 
