-1.00000000e-01  9.74520207e-04 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01  1.41700042e+03 
-9.98001998e-02  9.74378852e-04 -9.98001998e-02 -9.98001998e-02 -9.98001998e-02  1.40993730e+03 
-9.96003996e-02  9.74236790e-04 -9.96003996e-02 -9.96003996e-02 -9.96003996e-02  1.40554137e+03 
-9.94005994e-02  9.74094548e-04 -9.94005994e-02 -9.94005994e-02 -9.94005994e-02  1.40289038e+03 
-9.92007992e-02  9.73951949e-04 -9.92007992e-02 -9.92007992e-02 -9.92007992e-02  1.39937447e+03 
-9.90009990e-02  9.73808992e-04 -9.90009990e-02 -9.90009990e-02 -9.90009990e-02  1.39586356e+03 
-9.88011988e-02  9.73665674e-04 -9.88011988e-02 -9.88011988e-02 -9.88011988e-02  1.39235765e+03 
-9.86013986e-02  9.73521996e-04 -9.86013986e-02 -9.86013986e-02 -9.86013986e-02  1.38885675e+03 
-9.84015984e-02  9.73377956e-04 -9.84015984e-02 -9.84015984e-02 -9.84015984e-02  1.38536082e+03 
-9.82017982e-02  9.73233551e-04 -9.82017982e-02 -9.82017982e-02 -9.82017982e-02  1.38186986e+03 
-9.80019980e-02  9.73088782e-04 -9.80019980e-02 -9.80019980e-02 -9.80019980e-02  1.37838383e+03 
-9.78021978e-02  9.72943646e-04 -9.78021978e-02 -9.78021978e-02 -9.78021978e-02  1.37490277e+03 
-9.76023976e-02  9.72798143e-04 -9.76023976e-02 -9.76023976e-02 -9.76023976e-02  1.37142667e+03 
-9.74025974e-02  9.72652270e-04 -9.74025974e-02 -9.74025974e-02 -9.74025974e-02  1.36795545e+03 
-9.72027972e-02  9.72506028e-04 -9.72027972e-02 -9.72027972e-02 -9.72027972e-02  1.36448916e+03 
-9.70029970e-02  9.72359413e-04 -9.70029970e-02 -9.70029970e-02 -9.70029970e-02  1.36102780e+03 
-9.68031968e-02  9.72212426e-04 -9.68031968e-02 -9.68031968e-02 -9.68031968e-02  1.35757132e+03 
-9.66033966e-02  9.72065064e-04 -9.66033966e-02 -9.66033966e-02 -9.66033966e-02  1.35411973e+03 
-9.64035964e-02  9.71917326e-04 -9.64035964e-02 -9.64035964e-02 -9.64035964e-02  1.35067302e+03 
-9.62037962e-02  9.71769211e-04 -9.62037962e-02 -9.62037962e-02 -9.62037962e-02  1.34723117e+03 
-9.60039960e-02  9.71620717e-04 -9.60039960e-02 -9.60039960e-02 -9.60039960e-02  1.34379415e+03 
-9.58041958e-02  9.71471844e-04 -9.58041958e-02 -9.58041958e-02 -9.58041958e-02  1.34036199e+03 
-9.56043956e-02  9.71322589e-04 -9.56043956e-02 -9.56043956e-02 -9.56043956e-02  1.33693467e+03 
-9.54045954e-02  9.71172951e-04 -9.54045954e-02 -9.54045954e-02 -9.54045954e-02  1.33351214e+03 
-9.52047952e-02  9.71022929e-04 -9.52047952e-02 -9.52047952e-02 -9.52047952e-02  1.33009447e+03 
-9.50049950e-02  9.70872521e-04 -9.50049950e-02 -9.50049950e-02 -9.50049950e-02  1.32668157e+03 
-9.48051948e-02  9.70721726e-04 -9.48051948e-02 -9.48051948e-02 -9.48051948e-02  1.32327344e+03 
-9.46053946e-02  9.70570542e-04 -9.46053946e-02 -9.46053946e-02 -9.46053946e-02  1.31987012e+03 
-9.44055944e-02  9.70418968e-04 -9.44055944e-02 -9.44055944e-02 -9.44055944e-02  1.31647158e+03 
-9.42057942e-02  9.70267003e-04 -9.42057942e-02 -9.42057942e-02 -9.42057942e-02  1.31307778e+03 
-9.40059940e-02  9.70114645e-04 -9.40059940e-02 -9.40059940e-02 -9.40059940e-02  1.30968871e+03 
-9.38061938e-02  9.69961892e-04 -9.38061938e-02 -9.38061938e-02 -9.38061938e-02  1.30630440e+03 
-9.36063936e-02  9.69808743e-04 -9.36063936e-02 -9.36063936e-02 -9.36063936e-02  1.30292480e+03 
-9.34065934e-02  9.69655197e-04 -9.34065934e-02 -9.34065934e-02 -9.34065934e-02  1.29954992e+03 
-9.32067932e-02  9.69501252e-04 -9.32067932e-02 -9.32067932e-02 -9.32067932e-02  1.29617977e+03 
-9.30069930e-02  9.69346906e-04 -9.30069930e-02 -9.30069930e-02 -9.30069930e-02  1.29281429e+03 
-9.28071928e-02  9.69192159e-04 -9.28071928e-02 -9.28071928e-02 -9.28071928e-02  1.28945347e+03 
-9.26073926e-02  9.69037007e-04 -9.26073926e-02 -9.26073926e-02 -9.26073926e-02  1.28609736e+03 
-9.24075924e-02  9.68881451e-04 -9.24075924e-02 -9.24075924e-02 -9.24075924e-02  1.28274590e+03 
-9.22077922e-02  9.68725488e-04 -9.22077922e-02 -9.22077922e-02 -9.22077922e-02  1.27939908e+03 
-9.20079920e-02  9.68569116e-04 -9.20079920e-02 -9.20079920e-02 -9.20079920e-02  1.27605693e+03 
-9.18081918e-02  9.68412335e-04 -9.18081918e-02 -9.18081918e-02 -9.18081918e-02  1.27271939e+03 
-9.16083916e-02  9.68255143e-04 -9.16083916e-02 -9.16083916e-02 -9.16083916e-02  1.26938646e+03 
-9.14085914e-02  9.68097537e-04 -9.14085914e-02 -9.14085914e-02 -9.14085914e-02  1.26605814e+03 
-9.12087912e-02  9.67939517e-04 -9.12087912e-02 -9.12087912e-02 -9.12087912e-02  1.26273443e+03 
-9.10089910e-02  9.67781081e-04 -9.10089910e-02 -9.10089910e-02 -9.10089910e-02  1.25941531e+03 
-9.08091908e-02  9.67622227e-04 -9.08091908e-02 -9.08091908e-02 -9.08091908e-02  1.25610074e+03 
-9.06093906e-02  9.67462953e-04 -9.06093906e-02 -9.06093906e-02 -9.06093906e-02  1.25279075e+03 
-9.04095904e-02  9.67303258e-04 -9.04095904e-02 -9.04095904e-02 -9.04095904e-02  1.24948533e+03 
-9.02097902e-02  9.67143141e-04 -9.02097902e-02 -9.02097902e-02 -9.02097902e-02  1.24618445e+03 
-9.00099900e-02  9.66982599e-04 -9.00099900e-02 -9.00099900e-02 -9.00099900e-02  1.24288807e+03 
-8.98101898e-02  9.66821632e-04 -8.98101898e-02 -8.98101898e-02 -8.98101898e-02  1.23959623e+03 
