-9.22155689e-01 -9.22155689e-01 -9.22155689e-01  8.32175442e-01 -9.22155689e-01 -4.75679044e+01 
-9.21157685e-01 -9.21157685e-01 -9.21157685e-01  8.32179517e-01 -9.21157685e-01 -4.80010834e+01 
-9.20159681e-01 -9.20159681e-01 -9.20159681e-01  8.32183387e-01 -9.20159681e-01 -4.84674166e+01 
-9.19161677e-01 -9.19161677e-01 -9.19161677e-01  8.32187047e-01 -9.19161677e-01 -4.89716319e+01 
-9.18163673e-01 -9.18163673e-01 -9.18163673e-01  8.32190493e-01 -9.18163673e-01 -4.95195082e+01 
-9.17165669e-01 -9.17165669e-01 -9.17165669e-01  8.32193718e-01 -9.17165669e-01 -5.01182262e+01 
-9.16167665e-01 -9.16167665e-01 -9.16167665e-01  8.32196719e-01 -9.16167665e-01 -5.07768308e+01 
-9.15169661e-01 -9.15169661e-01 -9.15169661e-01  8.32199490e-01 -9.15169661e-01 -5.15069809e+01 
-9.14171657e-01 -9.14171657e-01 -9.14171657e-01  8.32202026e-01 -9.14171657e-01 -5.23241449e+01 
-9.13173653e-01 -9.13173653e-01 -9.13173653e-01  8.32204320e-01 -9.13173653e-01 -5.32492926e+01 
-9.12175649e-01 -9.12175649e-01 -9.12175649e-01  8.32206368e-01 -9.12175649e-01 -5.43118648e+01 
-9.11177645e-01 -9.11177645e-01 -9.11177645e-01  8.32208162e-01 -9.11177645e-01 -5.55551194e+01 
-9.10179641e-01 -9.10179641e-01 -9.10179641e-01  8.32209698e-01 -9.10179641e-01 -5.70463781e+01 
-9.09181637e-01 -9.09181637e-01 -9.09181637e-01  8.32210967e-01 -9.09181637e-01 -5.88990438e+01 
-9.08183633e-01 -9.08183633e-01 -9.08183633e-01  8.32211963e-01 -9.08183633e-01 -6.13274168e+01 
-9.07185629e-01 -9.07185629e-01 -9.07185629e-01  8.32212680e-01 -9.07185629e-01 -6.48191857e+01 
-9.06187625e-01 -9.06187625e-01 -9.06187625e-01  8.32213109e-01 -9.06187625e-01 -7.09792897e+01 
-9.05189621e-01 -9.05189621e-01 -9.05189621e-01  8.32213244e-01 -9.05189621e-01 -9.53877751e+01 
-9.04191617e-01 -9.04191617e-01 -9.04191617e-01  8.32213076e-01 -9.04191617e-01 -6.97700847e+01 
-9.03193613e-01 -9.03193613e-01 -9.03193613e-01  8.32212596e-01 -9.03193613e-01 -6.38635608e+01 
-9.02195609e-01 -9.02195609e-01 -9.02195609e-01  8.32211796e-01 -9.02195609e-01 -6.02997114e+01 
-9.01197605e-01 -9.01197605e-01 -9.01197605e-01  8.32210667e-01 -9.01197605e-01 -5.77177414e+01 
-9.00199601e-01 -9.00199601e-01 -9.00199601e-01  8.32209200e-01 -9.00199601e-01 -5.56786297e+01 
-8.99201597e-01 -8.99201597e-01 -8.99201597e-01  8.32207385e-01 -8.99201597e-01 -5.39842215e+01 
-8.98203593e-01 -8.98203593e-01 -8.98203593e-01  8.32205211e-01 -8.98203593e-01 -5.25279772e+01 
-8.97205589e-01 -8.97205589e-01 -8.97205589e-01  8.32202667e-01 -8.97205589e-01 -5.12459472e+01 
-8.96207585e-01 -8.96207585e-01 -8.96207585e-01  8.32199742e-01 -8.96207585e-01 -5.00967099e+01 
-8.95209581e-01 -8.95209581e-01 -8.95209581e-01  8.32196425e-01 -8.95209581e-01 -4.90518869e+01 
-8.94211577e-01 -8.94211577e-01 -8.94211577e-01  8.32192702e-01 -8.94211577e-01 -4.80911590e+01 
-8.93213573e-01 -8.93213573e-01 -8.93213573e-01  8.32188561e-01 -8.93213573e-01 -4.71994795e+01 
-8.92215569e-01 -8.92215569e-01 -8.92215569e-01  8.32183989e-01 -8.92215569e-01 -4.63653864e+01 
-8.91217565e-01 -8.91217565e-01 -8.91217565e-01  8.32178970e-01 -8.91217565e-01 -4.55799318e+01 
-8.90219561e-01 -8.90219561e-01 -8.90219561e-01  8.32173489e-01 -8.90219561e-01 -4.48359966e+01 
-8.89221557e-01 -8.89221557e-01 -8.89221557e-01  8.32167531e-01 -8.89221557e-01 -4.41278128e+01 
-8.88223553e-01 -8.88223553e-01 -8.88223553e-01  8.32161079e-01 -8.88223553e-01 -4.34506368e+01 
-8.87225549e-01 -8.87225549e-01 -8.87225549e-01  8.32154115e-01 -8.87225549e-01 -4.28005141e+01 
-8.86227545e-01 -8.86227545e-01 -8.86227545e-01  8.32146620e-01 -8.86227545e-01 -4.21741043e+01 
-8.85229541e-01 -8.85229541e-01 -8.85229541e-01  8.32138575e-01 -8.85229541e-01 -4.15685575e+01 
-8.84231537e-01 -8.84231537e-01 -8.84231537e-01  8.32129958e-01 -8.84231537e-01 -4.09814161e+01 
-8.83233533e-01 -8.83233533e-01 -8.83233533e-01  8.32120747e-01 -8.83233533e-01 -4.04105367e+01 
-8.82235529e-01 -8.82235529e-01 -8.82235529e-01  8.32110919e-01 -8.82235529e-01 -3.98540360e+01 
-8.81237525e-01 -8.81237525e-01 -8.81237525e-01  8.32100449e-01 -8.81237525e-01 -3.93102463e+01 
-8.80239521e-01 -8.80239521e-01 -8.80239521e-01  8.32089310e-01 -8.80239521e-01 -3.87776698e+01 
-8.79241517e-01 -8.79241517e-01 -8.79241517e-01  8.32077473e-01 -8.79241517e-01 -3.82549505e+01 
-8.78243513e-01 -8.78243513e-01 -8.78243513e-01  8.32064908e-01 -8.78243513e-01 -3.77408557e+01 
-8.77245509e-01 -8.77245509e-01 -8.77245509e-01  8.32051584e-01 -8.77245509e-01 -3.72342544e+01 
-8.76247505e-01 -8.76247505e-01 -8.76247505e-01  8.32037464e-01 -8.76247505e-01 -3.67340973e+01 
-8.75249501e-01 -8.75249501e-01 -8.75249501e-01  8.32022513e-01 -8.75249501e-01 -3.62394019e+01 
-8.74251497e-01 -8.74251497e-01 -8.74251497e-01  8.32006690e-01 -8.74251497e-01 -3.57492422e+01 
-8.73253493e-01 -8.73253493e-01 -8.73253493e-01  8.31989952e-01 -8.73253493e-01 -3.52627338e+01 
-8.72255489e-01 -8.72255489e-01 -8.72255489e-01  8.31972253e-01 -8.72255489e-01 -3.47790269e+01 
-8.71257485e-01 -8.71257485e-01 -8.71257485e-01  8.31953542e-01 -8.71257485e-01 -3.42972957e+01 
-8.70259481e-01 -8.70259481e-01 -8.70259481e-01  8.31933767e-01 -8.70259481e-01 -3.38167282e+01 
-8.69261477e-01 -8.69261477e-01 -8.69261477e-01  8.31912868e-01 -8.69261477e-01 -3.33365215e+01 
-8.68263473e-01 -8.68263473e-01 -8.68263473e-01  8.31890780e-01 -8.68263473e-01 -3.28558696e+01 
-8.67265469e-01 -8.67265469e-01 -8.67265469e-01  8.31867435e-01 -8.67265469e-01 -3.23739580e+01 
-8.66267465e-01 -8.66267465e-01 -8.66267465e-01  8.31842755e-01 -8.66267465e-01 -3.18899545e+01 
-8.65269461e-01 -8.65269461e-01 -8.65269461e-01  8.31816658e-01 -8.65269461e-01 -3.14029994e+01 
-8.64271457e-01 -8.64271457e-01 -8.64271457e-01  8.31789051e-01 -8.64271457e-01 -3.09121969e+01 
-8.63273453e-01 -8.63273453e-01 -8.63273453e-01  8.31759831e-01 -8.63273453e-01 -3.04166046e+01 
-8.62275449e-01 -8.62275449e-01 -8.62275449e-01  8.31728887e-01 -8.62275449e-01 -2.99152209e+01 
-8.61277445e-01 -8.61277445e-01 -8.61277445e-01  8.31696093e-01 -8.61277445e-01 -2.94069724e+01 
-8.60279441e-01 -8.60279441e-01 -8.60279441e-01  8.31661308e-01 -8.60279441e-01 -2.88906987e+01 
-8.59281437e-01 -8.59281437e-01 -8.59281437e-01  8.31624375e-01 -8.59281437e-01 -2.83651342e+01 
-8.58283433e-01 -8.58283433e-01 -8.58283433e-01  8.31585117e-01 -8.58283433e-01 -2.78288872e+01 
-8.57285429e-01 -8.57285429e-01 -8.57285429e-01  8.31543332e-01 -8.57285429e-01 -2.72804156e+01 
-8.56287425e-01 -8.56287425e-01 -8.56287425e-01  8.31498791e-01 -8.56287425e-01 -2.67179971e+01 
-8.55289421e-01 -8.55289421e-01 -8.55289421e-01  8.31451231e-01 -8.55289421e-01 -2.61396934e+01 
-8.54291417e-01 -8.54291417e-01 -8.54291417e-01  8.31400349e-01 -8.54291417e-01 -2.55433083e+01 
-8.53293413e-01 -8.53293413e-01 -8.53293413e-01  8.31345793e-01 -8.53293413e-01 -2.49263345e+01 
-8.52295409e-01 -8.52295409e-01 -8.52295409e-01  8.31287150e-01 -8.52295409e-01 -2.42858915e+01 
-8.51297405e-01 -8.51297405e-01 -8.51297405e-01  8.31223931e-01 -8.51297405e-01 -2.36186482e+01 
-8.50299401e-01 -8.50299401e-01 -8.50299401e-01  8.31155558e-01 -8.50299401e-01 -2.29207303e+01 
-8.49301397e-01 -8.49301397e-01 -8.49301397e-01  8.31081329e-01 -8.49301397e-01 -2.21876102e+01 
-8.48303393e-01 -8.48303393e-01 -8.48303393e-01  8.31000397e-01 -8.48303393e-01 -2.14139769e+01 
-8.47305389e-01 -8.47305389e-01 -8.47305389e-01  8.30911715e-01 -8.47305389e-01 -2.05935917e+01 
-8.46307385e-01 -8.46307385e-01 -8.46307385e-01  8.30813981e-01 -8.46307385e-01 -1.97191421e+01 
-8.45309381e-01 -8.45309381e-01 -8.45309381e-01  8.30705554e-01 -8.45309381e-01 -1.87821267e+01 
-8.44311377e-01 -8.44311377e-01 -8.44311377e-01  8.30584337e-01 -8.44311377e-01 -1.77728473e+01 
-8.43313373e-01 -8.43313373e-01 -8.43313373e-01  8.30447614e-01 -8.43313373e-01 -1.66806684e+01 
-8.42315369e-01 -8.42315369e-01 -8.42315369e-01  8.30291835e-01 -8.42315369e-01 -1.54948629e+01 
-8.41317365e-01 -8.41317365e-01 -8.41317365e-01  8.30112325e-01 -8.41317365e-01 -1.42066286e+01 
-8.40319361e-01 -8.40319361e-01 -8.40319361e-01  8.29902941e-01 -8.40319361e-01 -1.28131992e+01 
-8.39321357e-01 -8.39321357e-01 -8.39321357e-01  8.29655760e-01 -8.39321357e-01 -1.13250414e+01 
-8.38323353e-01 -8.38323353e-01 -8.38323353e-01  8.29361052e-01 -8.38323353e-01 -9.77580305e+00 
-8.37325349e-01 -8.37325349e-01 -8.37325349e-01  8.29008063e-01 -8.37325349e-01 -8.23016637e+00 
-8.36327345e-01 -8.36327345e-01 -8.36327345e-01  8.28587207e-01 -8.36327345e-01 -6.77844366e+00 
-8.35329341e-01 -8.35329341e-01 -8.35329341e-01  8.28093444e-01 -8.35329341e-01 -5.50970718e+00 
-8.34331337e-01 -8.34331337e-01 -8.34331337e-01  8.27528741e-01 -8.34331337e-01 -4.47653297e+00 
-8.33333333e-01 -8.33333333e-01 -8.33333333e-01  8.26901281e-01 -8.33333333e-01 -3.67998263e+00 
-8.32335329e-01 -8.32335329e-01 -8.32335329e-01  8.26222080e-01 -8.32335329e-01 -3.08410271e+00 
-8.31337325e-01 -8.31337325e-01 -8.31337325e-01  8.25501832e-01 -8.31337325e-01 -2.64104147e+00 
-8.30339321e-01 -8.30339321e-01 -8.30339321e-01  8.24749393e-01 -8.30339321e-01 -2.30779767e+00 
-8.29341317e-01 -8.29341317e-01 -8.29341317e-01  8.23971547e-01 -8.29341317e-01 -2.05173650e+00 
-8.28343313e-01 -8.28343313e-01 -8.28343313e-01  8.23173324e-01 -8.28343313e-01 -1.84998302e+00 
-8.27345309e-01 -8.27345309e-01 -8.27345309e-01  8.22358440e-01 -8.27345309e-01 -1.68700601e+00 
-8.26347305e-01 -8.26347305e-01 -8.26347305e-01  8.21529664e-01 -8.26347305e-01 -1.55230997e+00 
-8.25349301e-01 -8.25349301e-01 -8.25349301e-01  8.20689092e-01 -8.25349301e-01 -1.43872966e+00 
-8.24351297e-01 -8.24351297e-01 -8.24351297e-01  8.19838344e-01 -8.24351297e-01 -1.34128587e+00 
-8.23353293e-01 -8.23353293e-01 -8.23353293e-01  8.18978691e-01 -8.23353293e-01 -1.25644521e+00 
-8.22355289e-01 -8.22355289e-01 -8.22355289e-01  8.18111154e-01 -8.22355289e-01 -1.18164496e+00 
-8.21357285e-01 -8.21357285e-01 -8.21357285e-01  8.17236563e-01 -8.21357285e-01 -1.11498627e+00 
-8.20359281e-01 -8.20359281e-01 -8.20359281e-01  8.16355605e-01 -8.20359281e-01 -1.05503327e+00 
-8.19361277e-01 -8.19361277e-01 -8.19361277e-01  8.15468855e-01 -8.19361277e-01 -1.00067955e+00 
-8.18363273e-01 -8.18363273e-01 -8.18363273e-01  8.14576800e-01 -8.18363273e-01 -9.51057631e-01 
-8.17365269e-01 -8.17365269e-01 -8.17365269e-01  8.13679859e-01 -8.17365269e-01 -9.05476698e-01 
-8.16367265e-01 -8.16367265e-01 -8.16367265e-01  8.12778391e-01 -8.16367265e-01 -8.63378921e-01 
-8.15369261e-01 -8.15369261e-01 -8.15369261e-01  8.11872712e-01 -8.15369261e-01 -8.24308378e-01 
-8.14371257e-01 -8.14371257e-01 -8.14371257e-01  8.10963098e-01 -8.14371257e-01 -7.87888562e-01 
-8.13373253e-01 -8.13373253e-01 -8.13373253e-01  8.10049791e-01 -8.13373253e-01 -7.53805885e-01 
-8.12375250e-01 -8.12375250e-01 -8.12375250e-01  8.09133010e-01 -8.12375250e-01 -7.21797387e-01 
-8.11377246e-01 -8.11377246e-01 -8.11377246e-01  8.08212947e-01 -8.11377246e-01 -6.91641409e-01 
-8.10379242e-01 -8.10379242e-01 -8.10379242e-01  8.07289777e-01 -8.10379242e-01 -6.63150427e-01 
-8.09381238e-01 -8.09381238e-01 -8.09381238e-01  8.06363658e-01 -8.09381238e-01 -6.36165409e-01 
-8.08383234e-01 -8.08383234e-01 -8.08383234e-01  8.05434734e-01 -8.08383234e-01 -6.10551288e-01 
-8.07385230e-01 -8.07385230e-01 -8.07385230e-01  8.04503136e-01 -8.07385230e-01 -5.86193255e-01 
-8.06387226e-01 -8.06387226e-01 -8.06387226e-01  8.03568987e-01 -8.06387226e-01 -5.62993656e-01 
-8.05389222e-01 -8.05389222e-01 -8.05389222e-01  8.02632400e-01 -8.05389222e-01 -5.40869344e-01 
-8.04391218e-01 -8.04391218e-01 -8.04391218e-01  8.01693480e-01 -8.04391218e-01 -5.19749386e-01 
-8.03393214e-01 -8.03393214e-01 -8.03393214e-01  8.00752327e-01 -8.03393214e-01 -4.99573058e-01 
-8.02395210e-01 -8.02395210e-01 -8.02395210e-01  7.99809034e-01 -8.02395210e-01 -4.80288093e-01 
-8.01397206e-01 -8.01397206e-01 -8.01397206e-01  7.98863692e-01 -8.01397206e-01 -4.61849132e-01 
-8.00399202e-01 -8.00399202e-01 -8.00399202e-01  7.97916386e-01 -8.00399202e-01 -4.44216387e-01 
-7.99401198e-01 -7.99401198e-01 -7.99401198e-01  7.96967198e-01 -7.99401198e-01 -4.27354480e-01 
-7.98403194e-01 -7.98403194e-01 -7.98403194e-01  7.96016207e-01 -7.98403194e-01 -4.11231459e-01 
-7.97405190e-01 -7.97405190e-01 -7.97405190e-01  7.95063489e-01 -7.97405190e-01 -3.95817976e-01 
-7.96407186e-01 -7.96407186e-01 -7.96407186e-01  7.94109116e-01 -7.96407186e-01 -3.81086625e-01 
-7.95409182e-01 -7.95409182e-01 -7.95409182e-01  7.93153161e-01 -7.95409182e-01 -3.67011409e-01 
-7.94411178e-01 -7.94411178e-01 -7.94411178e-01  7.92195690e-01 -7.94411178e-01 -3.53567338e-01 
-7.93413174e-01 -7.93413174e-01 -7.93413174e-01  7.91236771e-01 -7.93413174e-01 -3.40730137e-01 
-7.92415170e-01 -7.92415170e-01 -7.92415170e-01  7.90276466e-01 -7.92415170e-01 -3.28476048e-01 
-7.91417166e-01 -7.91417166e-01 -7.91417166e-01  7.89314837e-01 -7.91417166e-01 -3.16781699e-01 
-7.90419162e-01 -7.90419162e-01 -7.90419162e-01  7.88351942e-01 -7.90419162e-01 -3.05624051e-01 
-7.89421158e-01 -7.89421158e-01 -7.89421158e-01  7.87387840e-01 -7.89421158e-01 -2.94980378e-01 
-7.88423154e-01 -7.88423154e-01 -7.88423154e-01  7.86422582e-01 -7.88423154e-01 -2.84828283e-01 
-7.87425150e-01 -7.87425150e-01 -7.87425150e-01  7.85456223e-01 -7.87425150e-01 -2.75145742e-01 
-7.86427146e-01 -7.86427146e-01 -7.86427146e-01  7.84488812e-01 -7.86427146e-01 -2.65911156e-01 
-7.85429142e-01 -7.85429142e-01 -7.85429142e-01  7.83520396e-01 -7.85429142e-01 -2.57103410e-01 
-7.84431138e-01 -7.84431138e-01 -7.84431138e-01  7.82551020e-01 -7.84431138e-01 -2.48701930e-01 
-7.83433134e-01 -7.83433134e-01 -7.83433134e-01  7.81580728e-01 -7.83433134e-01 -2.40686740e-01 
-7.82435130e-01 -7.82435130e-01 -7.82435130e-01  7.80609562e-01 -7.82435130e-01 -2.33038511e-01 
-7.81437126e-01 -7.81437126e-01 -7.81437126e-01  7.79637561e-01 -7.81437126e-01 -2.25738597e-01 
-7.80439122e-01 -7.80439122e-01 -7.80439122e-01  7.78664760e-01 -7.80439122e-01 -2.18769069e-01 
-7.79441118e-01 -7.79441118e-01 -7.79441118e-01  7.77691198e-01 -7.79441118e-01 -2.12112736e-01 
-7.78443114e-01 -7.78443114e-01 -7.78443114e-01  7.76716905e-01 -7.78443114e-01 -2.05753155e-01 
-7.77445110e-01 -7.77445110e-01 -7.77445110e-01  7.75741916e-01 -7.77445110e-01 -1.99674638e-01 
-7.76447106e-01 -7.76447106e-01 -7.76447106e-01  7.74766259e-01 -7.76447106e-01 -1.93862250e-01 
-7.75449102e-01 -7.75449102e-01 -7.75449102e-01  7.73789964e-01 -7.75449102e-01 -1.88301798e-01 
-7.74451098e-01 -7.74451098e-01 -7.74451098e-01  7.72813057e-01 -7.74451098e-01 -1.82979816e-01 
-7.73453094e-01 -7.73453094e-01 -7.73453094e-01  7.71835564e-01 -7.73453094e-01 -1.77883551e-01 
-7.72455090e-01 -7.72455090e-01 -7.72455090e-01  7.70857511e-01 -7.72455090e-01 -1.73000935e-01 
-7.71457086e-01 -7.71457086e-01 -7.71457086e-01  7.69878919e-01 -7.71457086e-01 -1.68320566e-01 
-7.70459082e-01 -7.70459082e-01 -7.70459082e-01  7.68899810e-01 -7.70459082e-01 -1.63831679e-01 
-7.69461078e-01 -7.69461078e-01 -7.69461078e-01  7.67920206e-01 -7.69461078e-01 -1.59524117e-01 
-7.68463074e-01 -7.68463074e-01 -7.68463074e-01  7.66940126e-01 -7.68463074e-01 -1.55388306e-01 
